"num","subject","predicate","object"
"5145","AccessingAFile","rdf-schema#subClassOf","InformationTransferPhysicalEvent"
"5146","AbstractInformationStructure","rdf-schema#comment","A specialization of #$AbstractStructure.  Each instance of #$AbstractInformationStructure is an abstract individual comprising abstract symbols and relations between them. Important specializations of this collection include #$CharacterString and #$Sentence. #$AbstractInformationStructure also includes abstract diagrams, graphs, and bit strings. The collection can be more precisely defined as follows: Each #$AbstractInformationStructure is such that each of its physical instantiations (see #$instantiationOfAIS) consists of instantiations of instances of #$AtomicSymbol-Abstract, arranged in a certain way. For example, the abstract sentence 'The pig flies' is an #$AbstractInformationStructure. Each written instantiation of it consists of an instantiation of the words (symbols) 'The', 'pig' and 'flies', written in that order. (If the #$AbstractInformationStructure 'The pig flies' were spoken, the same words would appear in the same order, i.e. 'The' first, etc., but the sequence would be determined by the arrangement of the spoken words in time, rather than space.) Likewise with abstract diagrams, graphs, etc. Each of these is such that its physical instantiations consist of arrangements of instantiations of instances of #$AtomicSymbol-Abstract. A hard copy of a wiring diagram consists of a group of concrete symbols representing various circuit components, in which these symbols are spatially arranged in a certain in way. The arrangement of the concrete symbols in an instantiation of an #$AbstractInformationStructure is not always a simple matter of arrangement in space or time. The sequence of symbols '0010010111011001' can be instantiated in written, spoken, or electronic forms. In the last case, the order of the symbols is determined by conventions concerning the electronic medium in which it is stored, rather than by any common criterion for precedence or subsequence in space or time."
"5147","AccessingAnIBT","prettyString","accessed"
"5148","CycHLSupportModule","prettyString-Canonical","Cyc HL support module"
"5149","CountrySubsidiary","facets-Generic","CountrySubsidiaryTypeByAdministrativeDivision"
"5150","ProperNamePredicate-Strict","prettyString-Canonical","strict proper name predicate"
"5151","ABSResin","rdf-schema#comment","A specialization of #$Thermoplastic.  Each instance of #$ABSResin is piece of material made of some ratio of #$Acrylonitrile, #$Butadiene and #$Styrene.  This compound is typically used for plastic parts of consumer goods: telephones, bottles, luggage, shower stalls, etc."
"5152","105MMRifledBoreCannon","prettyString","105 mm rifled guns"
"5153","ManufacturingOrganization","facets-Generic","ManufacturerTypeByFocalProductType"
"5154","Campsite","owl#disjointWith","Dock"
"5155","MeasurableQuantitySlot","22-rdf-syntax-ns#type","PredicateType"
"5156","AboveGroundFuelStorageTank","22-rdf-syntax-ns#type","SpatiallyDisjointObjectType"
"5157","touches","arg2Format","SetTheFormat"
"5158","ProcessType","22-rdf-syntax-ns#type","owl#Class"
"5159","091401hj_htmMt","prettyString-Canonical","FBI List of Hijackers -Web Source"
"5160","21cTestGroup3","rdf-schema#comment","21c group 3     ."
"5161","AccessValidationFault","prettyString","access validation faults"
"5162","accountsReceivable","rdf-schema#range","MonetaryValue"
"5163","HollowCylindricalObject","rdf-schema#subClassOf","ContainerShapedObject"
"5164","arg3Genl","22-rdf-syntax-ns#type","ArgGenlBinaryPredicate"
"5165","accessoryFor-Activity","arg2Genl","Event"
"5166","54thDivisionArtillery-RRS","22-rdf-syntax-ns#type","Brigade-MilitaryEchelon"
"5167","ResearchOrganization","prettyString","research organisation"
"5168","8MMCamcorder","rdf-schema#subClassOf","AmateurVideoCamera"
"5169","Plant","prettyString","plants"
"5170","MusicalInstrument","owl#disjointWith","PlumbingFixture"
"5171","AcademicCycles-Time-CSC","prettyString-Canonical","Academic Cycles Time CSC"
"5172","29thGuardsTankDivision","prettyString","the 29th Red Guards Tank Division"
"5173","ExecutableExploit","prettyString","executable exploits"
"5174","aboardTransporter","22-rdf-syntax-ns#type","CoexistingObjectsPredicate"
"5175","21cSagemanDataGroup","prettyString-Canonical","21c sageman data group"
"5176","DepartmentTypeByFunction","rdf-schema#comment","A collection of collections and a specialization of #$OrganizationType.  Each instance of
#$DepartmentTypeByFunction is a collection of #$Departments 
(q.v.) whose instances are distinguished by the fact that 
they perform a certain function for an organization (e.g. 
#$BudgetDepartment and #$ShippingAndReceivingDepartment).  
See also #$DepartmentTypeByOrganization."
"5177","48Hours-TheMovie","prettyString-Canonical","48 Hours"
"5178","UnitDiscourseStructure","prettyString","unit discourse structures"
"5179","MeasurableQuantitySlot","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
