"num","subject","predicate","object"
"1847","64Mutant_Fix_article-TheSoftwarePatch","prettyString-Canonical","Post-Nuke 6.4 mutant fix"
"1848","DesktopEnvironmentProgram","prettyString-Canonical","desktop environment program"
"1849","LocalProgram","22-rdf-syntax-ns#type","ObjectType"
"1850","SaudiPerson","prettyString","Saudi Arabian people"
"1851","7Seconds-MusicGroup","prettyString","Seven Seconds"
"1852","SimulationGameProgram","prettyString","simulation"
"1853","AnalystDatabaseMt","genlMt","IAMissionObligationVocabMt"
"1854","AARCorp-Corporation","prettyString-Canonical","AAR Corp"
"1855","Organization","owl#disjointWith","ComputerMarketCategory"
"1856","PharmaceuticalCompany","rdf-schema#subClassOf","ResearchOrganization"
"1857","ComputerProgramCopy","rdf-schema#subClassOf","ComputerCodeCopy"
"1858","List","prettyString-Canonical","List"
"1859","singleEntryFormatInArgs","22-rdf-syntax-ns#type","MetaPredicate"
"1860","readableByNotAmenable-Type","arg1Format","openEntryFormatInArgs"
"1861","AccountsPayableWorker","rdf-schema#subClassOf","DeskWorker"
"1862","Powder","prettyString","most powdery"
"1863","Profits","prettyString","rate of monetary flow that is a profit of a companies"
"1864","Abdicating","prettyString","had renounced"
"1865","Obligation","prettyString","restriction"
"1866","AccruingInterestOnALoan","prettyString","accrues interest on a loan"
"1867","AbuQirBay","22-rdf-syntax-ns#type","Bay"
"1868","LinguisticExpressionPeg","prettyString","discourse referent markers"
"1869","FamousHuman","22-rdf-syntax-ns#type","owl#Class"
"1870","SyrianPerson","22-rdf-syntax-ns#type","TKBNationalityList"
"1871","8ByteTwosComplementInteger","22-rdf-syntax-ns#type","8ByteIntegerDatatype"
"1872","IraqiPerson","rdf-schema#comment","The collection of people who are #$citizens of #$Iraq, or participate in its #$NationalCulture."
"1873","Credential","prettyString-Canonical","credential"
"1874","receivesServicesFrom","rdf-schema#range","Agent-Generic"
"1875","AccredoHealthIncorporated","prettyString-Canonical","Accredo Health Incorporated"
"1876","AbyssIncidentAtEuropa-TheGame","22-rdf-syntax-ns#type","Individual"
"1877","above-Overhead","rdf-schema#subPropertyOf","above-Directly"
"1878","ObjectType","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"1879","AbyssIncidentAtEuropa-TheGame","22-rdf-syntax-ns#type","AdventureGameProgram"
"1880","AbsorptionEvent","rdf-schema#subClassOf","FluidFlow-Translation"
"1881","20InchTelevisionSet","22-rdf-syntax-ns#type","TelevisionSetTypeBySize"
"1882","A2ps-TheSoftwarePackage","22-rdf-syntax-ns#type","FileTranslationProgram"
"1883","PhysiologicalCondition","rdf-schema#comment","A specialization of #$SystemCondition.  Each instance of #$PhysiologicalCondition involves an #$Organism-Whole being in some physiological state that is not  typical for that organism's species, modulo considerations about the organism's sex or (in some cases) subspecies.  Thus #$Menstruating, though not typical among all persons, is part of being a healthy adult female, and so is not a specialization of #$PhysiologicalCondition (though it is a type of #$PhysiologicalProcess); #$Pregnancy, on the other hand, is a specialization of #$PhysiologicalCondition.  Note that some but not all
#$PhysiologicalConditions are events; but they are all #$Situations.
Thus each physiological condition has a temporal start and end, though in some cases (e.g. dwarfism) these will be the same as the start and end of the life of the organism."
"1884","Abdomen","22-rdf-syntax-ns#type","ExternalAnimalBodyRegionType"
"1885","ActorInMovies","prettyString-Canonical","movie actor"
"1886","54thChemCo-RRS","22-rdf-syntax-ns#type","Company-MilitaryEchelon"
"1887","ShelterConstruction","prettyString","habitation"
"1888","Plant","rdf-schema#comment","The collection of all individual plants, an instance of #$OrganismClassificationType and a specialization of #$EukaryoticOrganism.  #$Plant is a member of the #$BiologicalKingdom and contains the primary subjects of #$Botany.  The instances of this collections are typically stationary, living, whole organisms; the cells of plants generally lack cholesterol and have cell walls that include substances of #$Cellulose.  Most, though not all, plants are capable of making sugars by #$Photosynthesis-Plant processes and have green parts.  Some example subsets of #$Plant are the collections #$RoseBush, #$SpruceTree, and #$Moss."
"1889","54thMechInfDivision-RRS","quotedIsa","FACToryIrrelevantTerm"
"1890","DrugProduct","rdf-schema#comment","A specialization of both #$Artifact and #$DrugSubstance.  Each instance of #$DrugProduct is a drug substance manufactured by some agent. Instances of #$DrugProduct include drugs prescribed by a physician, drugs purchased as over-the-counter medicines, and drugs used for recreational purposes (so #$AlcoholicBeverage, #$Nicotine, and #$Caffeine are specializations)."
"1891","requiredArg1Pred","22-rdf-syntax-ns#type","rdf-schema#Property"
"1892","negationPreds","quotedIsa","OpenCycDefinitionalPredicate"
"1893","SpatialThing-Localized","facets-Generic","SpatialThingTypeByGenericLocation"
"1894","Abdomen","rdf-schema#comment","Part of body between the chest and the pelvis"
"1895","AccruingInterestOnALoan","prettyString","will accrue interest on a loan"
"1896","AbducensNerve","22-rdf-syntax-ns#type","SymmetricAnatomicalPartType"
"1897","AdultMaleHuman","prettyString","fellows"
"1898","AccelerationDueToGravity","22-rdf-syntax-ns#type","DerivedMeasurableQuantityType"
"1899","AmateurVideoCamera","rdf-schema#comment","The class of #$VideoCameras used by amateurs."
"1900","ComputerWallpaperFile","prettyString","wall-paper theme"
"1901","ResearchOrganization","owl#disjointWith","TravelOrganization"
"1902","091401hj_htmMt","genlMt","SAICTerroristGroupsDataMt"
"1903","BinaryFunction","22-rdf-syntax-ns#type","owl#Class"
"1904","60FtDolls-MusicGroup","prettyString-Canonical","60 ft. dolls"
"1905","AccountsReceivableDepartment","prettyString-Canonical","accounts receivable department"
"1906","ComputerWallpaperFile","prettyString","wallp files"
"1907","Forgiving","rdf-schema#subClassOf","SocialOccurrence"
"1908","AbyssalPlain","22-rdf-syntax-ns#type","UnderseaTerrainFeatureType"
"1909","PersonTypeByActivity","owl#disjointWith","HumanTypeByClothingSize"
"1910","ManufacturedGoodsType","rdf-schema#comment","frequently commercially manufactured.  This is context dependent."
"1911","ScalarInterval","rdf-schema#subClassOf","ScalarOrVectorInterval"
"1912","AccountsPayableDepartment","rdf-schema#subClassOf","AccountingDepartment"
"1913","Actor","22-rdf-syntax-ns#type","PersonTypeByFacetedActivityType"
"1914","aboardTransporter","negationInverse","aboardTransporter"
"1915","arg2Genl","22-rdf-syntax-ns#type","DefaultMonotonicPredicate"
"1916","Poisoning","rdf-schema#comment","A specialization of #$AilmentCondition (q.v.).  This is the collection of _conditions_ resulting from the intake of a substance by an organism (where the kind and quantity of the substance is toxic to the organism in question).  Note that none of the instances of this collection include the actual intake of the substance.  For a collection with instances that do include these, see #$Poisoning-Script."
"1917","21cTestGroup2","rdf-schema#comment","21c group 2     ."
"1918","ComputerActivityType","prettyString-Canonical","computer activity type"
"1919","CommercialFacility","22-rdf-syntax-ns#type","SpatiallyDisjointObjectType"
"1920","accelerationOfObject-Translation","arity","2"
"1921","Accelerating-Rotational","22-rdf-syntax-ns#type","TemporalStuffType"
"1922","Ably-TheSuffix","prettyString-Canonical","ibly suffix"
"1923","PhysiologicalConditionType","rdf-schema#comment","A collection of collections.  Each instance of #$PhysiologicalConditionType is a specialization of  #$PhysiologicalCondition (q.v.), and thus a type of physiological state into which some organisms can enter.  Instances of #$PhysiologicalConditionType include  #$Cancer, #$PsychologicalAilment, #$Infection, and #$Malnutrition."
"1924","SubTopicFunction","rdf-schema#subClassOf","ReifiableFunction"
"1925","21cTestGroup2-13","rdf-schema#comment","21c group2 13  ."
"1926","LargeIncorporatedBusiness","prettyString","incorporated businesses"
"1927","accessToTypeExpected","arg2Format","openEntryFormatInArgs"
"1928","Powder","22-rdf-syntax-ns#type","StructuralAttributes-Material-Topic"
"1929","ComputerWallpaperFile","prettyString","background theme"
"1930","AbuMusabAlSudani","prettyString","Abu Musab"
"1931","105MMRifledBoreCannon","prettyString","105 millimeter rifled gun"
"1932","CourseTypeByLevel","typeGenls","Course-Academic"
"1933","AcademicYear","22-rdf-syntax-ns#type","TemporalObjectType"
"1934","4ByteRealDatatype","rdf-schema#subClassOf","RealNumberDatatype"
"1935","ConstructionArtifact","quotedIsa","TerrorismOntologyConstant"
"1936","ManufacturingOrganization","owl#disjointWith","ProfessionalOffice"
"1937","LongitudeLine","22-rdf-syntax-ns#type","CartographicFeatureType"
"1938","FamousHuman","prettyString","celeb"
"1939","Profits","prettyString","rate of monetary flow that has been a profit of a firm"
"1940","AbuKheirElMasry","22-rdf-syntax-ns#type","AdultMaleHuman"
"1941","HighTechManufacturingEnterprise","prettyString","high tech manufacturers"
"1942","abnormal","22-rdf-syntax-ns#type","DefaultMonotonicPredicate"
"1943","AbuHul-PLOLeader","prettyString-Canonical","Abu Hul"
"1944","54thMechInfDivision-RRS","22-rdf-syntax-ns#type","MechanizedInfantryDivision"
"1945","PoweringADevice","prettyString-Canonical","powering"
"1946","AbuMadiGasField","22-rdf-syntax-ns#type","Individual"
"1947","SoftwareObjectTypeByFault","prettyString-Canonical","software object type by fault"
"1948","PatternsOfGlobalTerrorism1997Mt","genlMt","PatternDetectorMt"
"1949","AccruingInterestOnALoan","prettyString","will have accrued interest on a loan"
"1950","4ByteIntegerDatatype","prettyString","4-byte integers"
"1951","2ndMIDDestroyAtChester","prettyString","has destroyed enemy forces at Objective CHESTER"
"1952","AccelerationClause","rdf-schema#subClassOf","Obligation"
"1953","TelevisionSet","rdf-schema#subClassOf","FrontAndBackSidedObject"
"1954","LearnedActivityType","typeGenls","AtLeastPartiallyMentalEvent"
"1955","Accusing","rdf-schema#subClassOf","AttributingResponsibility"
"1956","objectFoundInLocation","22-rdf-syntax-ns#type","RelativeLocationalPredicate"
"1957","LocationalPredicate","rdf-schema#comment","A specialization of #$SpatialPredicate whose instances are used to indicate the locations of #$SpatialThings within a particular frame of reference.  #$AbsoluteLocationalPredicates (q.v.) are used to indicate a spatial thing's location by giving a pure #$SpaceRegion in which it is embedded.  #$RelativeLocationalPredicates (q.v.) are used to indicate the relative locations of two or more spatial things with respect to one another."
"1958","AbuDoha","prettyString","Makhlolif"
"1959","TwosComplementIntegerDatatype","prettyString","2s complement integers"
"1960","Abqaiq-YanbuPipeline","rdf-schema#comment","A gas pipeline in the Middle East. It is important for reasoning about situations described in specializations of #$HPKBVocabMt."
"1961","AnalystDatabaseMt","genlMt","AllPeopleAreHumanMt"
"1962","over-UnderspecifiedLocation","rdf-schema#domain","Individual"
"1963","BiologicalFamily","prettyString","biological families"
"1964","AcademyAward","prettyString-Canonical","Academy Award"
"1965","AbductingSomeone","prettyString","abducting"
"1966","Abdicating","prettyString","have renounced"
"1967","AccessingACWFn","rdf-schema#domain","ConceptualWork"
"1968","Accountant","prettyString","controllers"
"1969","AcceptingAnInvitation","prettyString","will have accepted an invitation"
"1970","TransportationDevice","owl#disjointWith","TextualMaterial"
"1971","AbrahamLincoln","prettyString","Lincoln"
"1972","21cTestGroup8","prettyString-Canonical","21c Test Group 8"
"1973","superTaxons","22-rdf-syntax-ns#type","RuleMacroPredicate"
"1974","AdultMaleHuman","prettyString","adult males"
"1975","AcceptingAnInvitation","22-rdf-syntax-ns#type","TemporalObjectType"
"1976","ComputerHardwareTypeByBrandVersion","prettyString-Canonical","computer hardware type by brand version"
"1977","Mineral","22-rdf-syntax-ns#type","CommonSubstances-Material-Topic"
"1978","AccumulatingSteadily","prettyString","will have progressed"
"1979","2AMPoker-TheGame","22-rdf-syntax-ns#type","Individual"
"1980","PropositionalConceptualWork-HorrorGenre","rdf-schema#comment","The collection of instances of #$PropositionalConceptualWork that are of the  horror genre.  #$JohnCarpenter-MovieDirector's #$Halloween-TheMovie is an example of a movie  in this genre.       "
"1981","AccountPending","rdf-schema#subClassOf","Account"
"1982","SetOrCollection","rdf-schema#subClassOf","owl#Thing"
"1983","typedGenlPreds","arg1Format","SetTheFormat"
"1984","WeaponType","prettyString-Canonical","type of weapon"
"1985","Helicopter","prettyString","Chopper"
"1986","Plant","rdf-schema#subClassOf","VegetableMatter"
"1987","AcademicOrganization","prettyString","academic organizations"
"1988","arg3Genl","rdf-schema#range","owl#Class"
"1989","AbradingSomething","rdf-schema#comment","A collection of events.  In an #$AbradingSomething event, the surface of some object is gradually worn away by scraping or similar physical contact involving friction.  Devices used in elements of #$AbradingSomething include files and sand paper; elements of #$AbradingSomething would include the event in which Howard Hughes sanded down the Spruce Goose for the last time, the event in which Lucy Ricardo filed her fingernails just before her singing debut at Rickie's club, etc."
"1990","Profits","prettyString","rate of monetary flow that has been a profit of a business concern"
"1991","NBCWeaponStorageFacility","prettyString","NBC weapon storage facilities"
"1992","typedGenlPreds","22-rdf-syntax-ns#type","RuleMacroPredicate"
"1993","FinancialOrganization","owl#disjointWith","StateOrProvinceWideOrganization"
"1994","AspatialInformationStore","prettyString","data"
"1995","LargeIncorporatedBusiness","rdf-schema#comment","A specialization of both #$LegalCorporation and #$Business.  Each instance of #$LargeIncorporatedBusiness is a relatively large (e.g., having at least several hundred employees) business corporation.  Specializations of #$LargeIncorporatedBusiness include #$ChainOrganization and #$MultinationalCorporation."
"1996","ManufacturedGoodsType","prettyString","product types"
"1997","AbrahamBenrubi","22-rdf-syntax-ns#type","Individual"
"1998","81stMeridian-West","rdf-schema#comment","The 81st meridian west of the #$PrimeMeridian of #$PlanetEarth."
"1999","ShelterConstruction","owl#disjointWith","Quarry"
"2000","85MMSmoothBoreCannon","prettyString","85 millimeter smooth bore cannons"
"2001","KBContentTest-FullySpecified","quotedIsa","TestQueryConstant"
"2002","3rdManeuverBrigade-RRS","22-rdf-syntax-ns#type","BlueUnit"
"2003","A_Change-ThePrefix","22-rdf-syntax-ns#type","UnproductiveLexicalAffix"
"2004","AcceptingCommissive-CommunicationAct","rdf-schema#comment","A collection of speech acts each of which involves the acceptance of some promise, offer or other commissive act by some other agent. "
"2005","CalendarYear","prettyString","years"
"2006","ScalarInterval","owl#disjointWith","VectorInterval"
"2007","20InchTelevisionSet","prettyString-Canonical","20 inch television set"
"2008","AccountingFirm","rdf-schema#subClassOf","CommercialServiceOrganization"
"2009","Company-MilitaryEchelon","22-rdf-syntax-ns#type","BPVEchelon"
"2010","SyrianPerson","prettyString-Canonical","Syrian"
"2011","AbulAbbas","prettyString","Abbas"
"2012","Battalion-MilitaryEchelon","rdf-schema#comment","A #$MilitaryUnitTypeByEchelon and a subcollection of #$ModernMilitaryOrganization. #$Battalion-MilitaryEchelon is and an instance of both #$USArmyEchelon and #$USMarineCorpsEchelon.  
<p>
In the US Army, a battalion consists of between 300 and 1,000 soldiers, and is typically made up of four to six companies (see #$Company-MilitaryEchelon).  Two to five battalions typically make up an army #$Brigade-MilitaryEchelon.
<p>
In the US Marine Corps, a battalion consists of roughly 1,200 marines, and is typically made up of five companies.  Five battalions typically make up a marine #$Regiment-MilitaryEchelon."
"2013","AccessoryFn-Artifact","rdf-schema#domain","ExistingObjectType"
"2014","AbsorptionEvent","prettyString","take in"
"2015","TankCannon","prettyString-Canonical","tank cannon"
"2016","ResearchOrganization","rdf-schema#comment","A specialization of #$Organization.  Each instance of #$ResearchOrganization is an organization that carries out basic or applied research as its main function (or one of its main functions).  A given instance of #$ResearchOrganization may or may not be a commercial, or a governmental, organization.  Examples of #$ResearchOrganizations include  #$UnitedStatesSpaceProgram, Thomas J. Watson Research Laboratory at #$IBMInc, and the Hoover Institute."
"2017","Abandoned-ExistentialStatus","prettyString-Canonical","abandoned existential status"
"2018","SearchEngine","prettyString","websearching engines"
"2019","AcademicTesting","22-rdf-syntax-ns#type","FirstOrderCollection"
"2020","AaronCarter","22-rdf-syntax-ns#type","MaleHuman"
"2021","7Seconds-MusicGroup","22-rdf-syntax-ns#type","RockMusicPerformer"
"2022","GasField","22-rdf-syntax-ns#type","ExistingObjectType"
"2023","SimulationGameProgram","22-rdf-syntax-ns#type","ComputerProgramTypeByFunction"
"2024","FileTranslationProgram","prettyString","file translation programme"
"2025","Plant","22-rdf-syntax-ns#type","BiologicalKingdom"
"2026","38Special-MusicGroup","22-rdf-syntax-ns#type","Individual"
"2027","29thGuardsTankDivision","prettyString-Canonical","the 29th Guards Tank Division"
"2028","abbreviationString-PN","22-rdf-syntax-ns#type","ProperNamePredicate-Strict"
"2029","208thTankRegiment-RRS","22-rdf-syntax-ns#type","ArmoredUnit-MilitarySpecialty"
"2030","AccumulatingSteadily","rdf-schema#comment","A collection of events; a subcollection of #$IntrinsicStateChangeEvent. In each #$AccumulatingSteadily, something forms or accumulates steadily."
"2031","602ProLANSUITE2000a-TheProgram","22-rdf-syntax-ns#type","ServerProgram"
"2032","ProcessType","rdf-schema#comment","A #$SecondOrderCollection.  #$ProcessType is the collection intersection of #$TemporalStuffType and #$DurativeEventType; that is, a thing is an instance of #$ProcessType if and only if it is an instance of both #$TemporalStuffType and #$DurativeEventType.  Instances of #$ProcessType can be constructed from instances of #$AccomplishmentType using #$ProcessFn (q.v.)."
"2033","AceticAnhydride","rdf-schema#subClassOf","PartiallyTangible"
"2034","BlondeHairedHuman","prettyString","blonde people"
"2035","personRepresentingAgent","rdf-schema#domain","IntelligentAgent"
"2036","ComedyMovie","prettyString","comedy flicks"
"2037","4ByteRealDatatype","rdf-schema#comment","The collection of all computer data types that employ exactly 4 bytes to represent some subset of the real numbers."
"2038","ProperNamePredicateForNPParser","rdf-schema#comment","The collection of all name predicates that are consulted in order
to build the lexical trie on which the Noun Phrase parser is presently 
(September 6, 2000) based"
"2039","ArmoredDivision","prettyString","armored divisions"
"2040","BiologicalSpecies","rdf-schema#subClassOf","BiologicalTaxon"
"2041","A-123Engr-RRS","quotedIsa","FACToryIrrelevantTerm"
"2042","Band-MusicGroup","prettyString","bands"
"2043","ACDSee","prettyString-Canonical","ACDSee"
"2044","AbilityOfTypeToTypeFn","prettyString-Canonical","Ability Of Type To Type Fn"
"2045","accountants","22-rdf-syntax-ns#type","RelationalNounSlot"
"2046","TemporalObjectType","prettyString","types of temporally object-like thing"
"2047","Abbreviation","prettyString","abbreviations"
"2048","DesktopEnvironmentProgram","prettyString","desktop environment programz"
"2049","ToxinBioAgentType","22-rdf-syntax-ns#type","SecondOrderCollection"
"2050","GeneralizedTransfer","prettyString","transferring"
"2051","receivesServicesFrom","22-rdf-syntax-ns#type","CoexistingObjectsPredicate"
"2052","InternalAnimalBodyRegionType","rdf-schema#subClassOf","OrganismConstituentType"
"2053","AbradingSomething","22-rdf-syntax-ns#type","ChangeOfState-Topic"
"2054","DesktopSwitcherProgram","prettyString","desktop switcher programz"
"2055","containsInformationAbout-Focally","22-rdf-syntax-ns#type","IrreflexiveBinaryPredicate"
"2056","AccountManager","prettyString","account managers"
"2057","TelevisionSetTypeBySize","22-rdf-syntax-ns#type","SecondOrderCollection"
"2058","SearchEngine","prettyString","directories"
"2059","BiologicalSpecies","rdf-schema#subClassOf","FacetInstanceCollection"
"2060","2ndManeuverBrigade-RRS","quotedIsa","FACToryIrrelevantTerm"
"2061","AwardPractice","prettyString","prize"
"2062","FieldArtilleryUnit-MilitarySpecialty","22-rdf-syntax-ns#type","CPOF-MilitaryUnitType"
"2063","ServiceProgram","22-rdf-syntax-ns#type","owl#Class"
"2064","AbuBakrAlSadeekCamp","rdf-schema#comment","A camp in Khost, Afghanistan. AlFadl stayed there for 
two weeks to be trained in running traing camps."
"2065","ChemicalWeaponsUnit-MilitarySpecialty","prettyString","chemical weapons units"
"2066","ComputerWallpaperFile","prettyString","desktop backgrounds"
"2067","AbdaliyaOilField","22-rdf-syntax-ns#type","Individual"
"2068","SkeletalMuscle","prettyString","skeletal muscles"
"2069","TransportationDevice","owl#disjointWith","MeasuringDevice"
"2070","AcademicCycles-Time-Topic","22-rdf-syntax-ns#type","KBDependentCollection"
"2071","DesktopSwitcherProgram","rdf-schema#subClassOf","UtilityProgram"
"2072","Hate","prettyString-Canonical","hatred"
"2073","touches","rdf-schema#range","SpatialThing"
"2074","ExistingObjectType","prettyString","kinds of existing objects"
"2075","21stCenturyHoldingCompany","22-rdf-syntax-ns#type","Individual"
"2076","2ByteIntegerDatatype","rdf-schema#subClassOf","ProgramObject"
"2077","MotorizedRifleDivision","rdf-schema#subClassOf","RifleUnit-MilitarySpecialty"
"2078","4ByteIntegerDatatype","prettyString","four-byte integer"
"2079","DestroyingAnEnemyForce","rdf-schema#comment","To destroy an enemy force is to physically render it combat-ineffective until it is reconstituted. The amount of damage needed to render a unit combat-ineffective depends on the unit's type, discipline, and morale. It normally requires greater than percent personnel or equipment casualties. Destroying armored or dug-in targets with area fire weapons requires a large amount of ammunition and  considerable time, so forces do not normally attempt it unless they have terminally guided munitions."
"2080","Rubbing","prettyString","has rubbed"
"2081","ManufacturingOrganization","owl#disjointWith","TravelOrganization"
"2082","AcademyAwardFn","arity","2"
"2083","under-UnderspecifiedLocation","negationInverse","under-UnderspecifiedLocation"
"2084","Organism-Whole","rdf-schema#subClassOf","BiologicalLivingObject"
"2085","MedicalTreatmentEvent","prettyString","will have treated"
"2086","Acknowledging-SoftwareAgentCom","22-rdf-syntax-ns#type","TemporalObjectType"
"2087","touches","22-rdf-syntax-ns#type","owl#SymmetricProperty"
"2088","intervalEntryFormatInArgs","rdf-schema#subPropertyOf","functionalInArgs"
"2089","Company-MilitaryEchelon","22-rdf-syntax-ns#type","GenericMilitaryOrganizations-Organization-Topic"
"2090","SignalsUnit-MilitarySpecialty","rdf-schema#comment","The collection of all military units whose mission profile involves           interception, direction-finding, or analysis of EM signals of any           kind."
"2091","AbyssIncidentAtEuropa-TheGame","prettyString-Canonical","Abyss: Incident at Europa"
"2092","SyrianPerson","rdf-schema#comment","The collection of people who are #$citizens of #$Syria, or participate in its #$NationalCulture."
"2093","ConceptualWork","22-rdf-syntax-ns#type","FirstOrderCollection"
"2094","FinancialOrganization","22-rdf-syntax-ns#type","OrganizationTypeByIndustry"
"2095","movesWith","prettyString-Canonical","Moves With"
"2096","AccessingPersonalInformation","22-rdf-syntax-ns#type","TemporalObjectType"
"2097","IraqiPerson","22-rdf-syntax-ns#type","PersonTypeByNationality"
"2098","21cTestGroup2-6","22-rdf-syntax-ns#type","Group"
"2099","Abhorrence","prettyString-Canonical","abhorrence"
"2100","AbleMinded","prettyString","more able-minded"
"2101","AcehnesePerson","22-rdf-syntax-ns#type","PersonTypeByRegionalAffiliation"
"2102","HelpingAnAgent","prettyString-Canonical","helping"
"2103","accessoryFor-Strict","22-rdf-syntax-ns#type","FirstOrderCollectionPredicate"
"2104","SocialGathering","owl#disjointWith","ConflictEvent"
"2105","ClimateConcept","prettyString","climate concepts"
"2106","Resigning","prettyString","had quit"
"2107","CotemporalPredicate","rdf-schema#subClassOf","ObjectPredicate"
"2108","UnderwaterTopographicalFeature","22-rdf-syntax-ns#type","FirstOrderCollection"
"2109","ActionMovie","prettyString-Canonical","action movie"
"2110","RealNumberDatatype","rdf-schema#subClassOf","NumberObject"
"2111","ComputerNetwork","rdf-schema#subClassOf","CustomarySystemOfLinks-Comm"
"2112","AccessWorldwideCommunicationsInc","prettyString-Canonical","Access Worldwide Communications, Inc."
"2113","7YearBitch-MusicGroup","prettyString-Canonical","7 Year Bitch"
"2114","091401hj_htmMt","genlMt","SAICCounterTDBCollectorMt"
"2115","Event","requiredActorSlots","actors"
"2116","Event","quotedIsa","WordNetWorkflowConstant-NotFullyReviewed"
"2117","TransportationDevice","22-rdf-syntax-ns#type","FirstOrderCollection"
"2118","BiologicalToxin","22-rdf-syntax-ns#type","ExistingStuffType"
"2119","PersonTypeByActivity","typeGenls","Person"
"2120","GasPipeline","rdf-schema#subClassOf","PathArtifact"
"2121","ArmoredUnit-MilitarySpecialty","prettyString","armored units"
"2122","AbilityOfTypeToTypeFn","rdf-schema#comment","(#$AbilityOfTypeToTypeFn AGTTYPE TYPE) refers to the ability to engage in the spec of #$Event TYPE, that instances of AGTTYPE typically share.  For example, (#$AbilityOfTypeToTypeFn #$BasketballPlayer (#$PlayingFn #$Basketball-TheGame)) is the ability of basketball players have to play basketball."
"2123","PregnancyEndingEvent","22-rdf-syntax-ns#type","TemporalObjectType"
"2124","personRepresentingAgent","22-rdf-syntax-ns#type","owl#TransitiveProperty"
"2125","DeskWorker","prettyString-Canonical","office worker"
"2126","AwardPractice","prettyString","accolade"
"2127","Accstat-TheProgram","22-rdf-syntax-ns#type","LocalProgram"
"2128","AccumulatingSteadily","quotedIsa","WordNetWorkflowConstant-NotFullyReviewed"
"2129","AccruingInterestOnALoan","prettyString","had accrued interest on a loan"
"2130","AviationUnit-MilitarySpecialty","22-rdf-syntax-ns#type","KEClarifyingCollectionType"
"2131","EngineeringUnit-MilitarySpecialty","22-rdf-syntax-ns#type","CPOF-UnitSpecialtyClassificationType"
"2132","AARCorp-Corporation","22-rdf-syntax-ns#type","Individual"
"2133","ComputerWallpaperFile","prettyString-Canonical","wallpaper"
"2134","Abstinence","rdf-schema#subClassOf","Inaction"
"2135","9003Inc","22-rdf-syntax-ns#type","SoftwareVendor"
"2136","AbuDoha","prettyString","Doha Doha"
"2137","AccreditationEvent","prettyString-Canonical","accreditation"
"2138","accessToTypeNotAmenable","rdf-schema#domain","Agent-Generic"
"2139","2AMInc","22-rdf-syntax-ns#type","SoftwareVendor"
"2140","arg1QuotedIsa","22-rdf-syntax-ns#type","DefaultMonotonicPredicate"
"2141","PregnancyEndingEvent","prettyString","will end a pregnancy"
"2142","FalconiformOrder","prettyString-Canonical","falconiform"
"2143","8ByteIntegerDatatype","rdf-schema#subClassOf","IntegerComputerNumber"
"2144","208MotorizedRifleDivision-RRS","quotedIsa","FACToryIrrelevantTerm"
"2145","AdultMaleHuman","prettyString","male adult"
"2146","FixedStructure","owl#disjointWith","TransportationDevice"
"2147","WordNetWorkflowConstant-NotFullyReviewed","rdf-schema#comment","The collection of all #$CycLConstants created from the import of concepts from #$WordNet-Version2_0 that have not yet been fully reviewed by a #$HumanCyclist."
"2148","AceticAnhydride","prettyString-Canonical","acetic anhydride"
"2149","accessibleDiscourseReferentInUDS","arg2Format","openEntryFormatInArgs"
"2150","accessoryFor","arity","2"
"2151","WordNetWorkflowConstant-NotFullyReviewed","rdf-schema#subClassOf","WordNetWorkflowConstant"
"2152","A-5C-Fighter","22-rdf-syntax-ns#type","SpatiallyDisjointObjectType"
"2153","AccomplishmentType","rdf-schema#subClassOf","SituationalObjectType"
"2154","AbutilonEremitopetalum","22-rdf-syntax-ns#type","Endangered-OrganismTypeByExistentialThreatLevel"
"2155","AcademicComposition","rdf-schema#subClassOf","PropositionalConceptualWork"
"2156","SKSISupportedFunction","rdf-schema#comment","This is the collection of evaluatable functions which are
supported by SKSI in the sense that they are translatable to their SQL
equivalents."
"2157","SpatialThing-Localized","rdf-schema#comment","imagnary context in which it is found, and so is an instance of #$SpatialThing-Localized with respect to that context."
"2158","typedGenlPreds","22-rdf-syntax-ns#type","TaxonomicSlotForPredicates"
"2159","AbstractIndividual","prettyString","individual object that has been also abstract thing"
"2160","MusicalInstrument","owl#disjointWith","Weapon"
"2161","LivingLanguage","22-rdf-syntax-ns#type","Linguistic-Topic"
"2162","ManufacturedGoods","22-rdf-syntax-ns#type","TemporalStuffType"
"2163","AcceptingAnInvitation","prettyString","have accepted an invitation"
"2164","Abyssinian-Cat","22-rdf-syntax-ns#type","CatTypeByBreed"
"2165","38Special-MusicGroup","prettyString-Canonical","38 Special"
"2166","FixedStructure","prettyString","fixed structure"
"2167","8x8Inc","prettyString-Canonical","8x 8, Inc."
"2168","PhysiologicalConditionType","22-rdf-syntax-ns#type","AnimalPhysiology-Physiology-Topic"
"2169","ApprovingARequest","22-rdf-syntax-ns#type","TypicalHumanActivityType-AtLeastOnce"
"2170","SoftwarePackage","prettyString","software packages"
"2171","Able-TheSuffix","22-rdf-syntax-ns#type","LexicalSuffix"
"2172","SaudiPerson","rdf-schema#subClassOf","AsianCitizenOrSubject"
"2173","AccipitrineFamily","superTaxons","FalconiformOrder"
"2174","SubLList","22-rdf-syntax-ns#type","KBDependentCollection"
